cell_id,Cell,Batch,Cell_type,ExpLibSize,Group
Cell1020,Cell1020,Sample2,Cell_type2,59779.0138745727,Group2
Cell1022,Cell1022,Sample2,Cell_type3,64516.6593623079,Group3
Cell1024,Cell1024,Sample2,Cell_type3,41722.1951443878,Group3
Cell1026,Cell1026,Sample2,Cell_type3,57960.9606879966,Group3
Cell1028,Cell1028,Sample2,Cell_type1,71580.4164703651,Group1
Cell1030,Cell1030,Sample2,Cell_type1,62438.3367208521,Group1
Cell1032,Cell1032,Sample2,Cell_type2,46070.4994737578,Group2
Cell1034,Cell1034,Sample2,Cell_type1,73880.7205001384,Group1
Cell1036,Cell1036,Sample2,Cell_type3,51378.3718087063,Group3
Cell1038,Cell1038,Sample2,Cell_type2,67459.1365514449,Group2
Cell1040,Cell1040,Sample2,Cell_type2,50303.1535997834,Group2
Cell1042,Cell1042,Sample2,Cell_type3,49172.6089933221,Group3
Cell1044,Cell1044,Sample2,Cell_type2,73777.2579515277,Group2
Cell1046,Cell1046,Sample2,Cell_type1,50030.1659027633,Group1
Cell1048,Cell1048,Sample2,Cell_type2,59111.7667843009,Group2
Cell1050,Cell1050,Sample2,Cell_type2,70726.2972313868,Group2
Cell1052,Cell1052,Sample2,Cell_type3,65398.6722752524,Group3
Cell1054,Cell1054,Sample2,Cell_type2,76319.7964578891,Group2
Cell1056,Cell1056,Sample2,Cell_type1,56036.1190904636,Group1
Cell1058,Cell1058,Sample2,Cell_type1,64031.5693268472,Group1
Cell1060,Cell1060,Sample2,Cell_type3,53165.6989624576,Group3
Cell1062,Cell1062,Sample2,Cell_type2,47735.0050475445,Group2
Cell1064,Cell1064,Sample2,Cell_type3,84108.656148464,Group3
Cell1066,Cell1066,Sample2,Cell_type3,73375.170574383,Group3
Cell1068,Cell1068,Sample2,Cell_type2,46879.1215271555,Group2
Cell1070,Cell1070,Sample2,Cell_type1,54035.2922302488,Group1
Cell1072,Cell1072,Sample2,Cell_type3,50967.8090048811,Group3
Cell1074,Cell1074,Sample2,Cell_type3,52656.9093341234,Group3
Cell1076,Cell1076,Sample2,Cell_type3,47017.5282897776,Group3
Cell1078,Cell1078,Sample2,Cell_type3,63286.9490908125,Group3
Cell1080,Cell1080,Sample2,Cell_type2,54716.2698864991,Group2
Cell1082,Cell1082,Sample2,Cell_type2,65997.7564444642,Group2
Cell1084,Cell1084,Sample2,Cell_type1,49845.6915890262,Group1
Cell1086,Cell1086,Sample2,Cell_type3,64640.8332678768,Group3
Cell1088,Cell1088,Sample2,Cell_type3,60497.6482563923,Group3
Cell1090,Cell1090,Sample2,Cell_type1,66485.4302752435,Group1
Cell1092,Cell1092,Sample2,Cell_type3,60283.8132705812,Group3
Cell1094,Cell1094,Sample2,Cell_type1,54212.1169211824,Group1
Cell1096,Cell1096,Sample2,Cell_type1,74701.8146010421,Group1
Cell1098,Cell1098,Sample2,Cell_type2,74759.4712930312,Group2
Cell1100,Cell1100,Sample2,Cell_type3,48876.680765579,Group3
Cell1102,Cell1102,Sample2,Cell_type3,42076.3917017538,Group3
Cell1104,Cell1104,Sample2,Cell_type3,51773.0906124826,Group3
Cell1106,Cell1106,Sample2,Cell_type3,41026.5310634206,Group3
Cell1108,Cell1108,Sample2,Cell_type3,64833.3080910774,Group3
Cell1110,Cell1110,Sample2,Cell_type3,73245.8270026091,Group3
Cell1112,Cell1112,Sample2,Cell_type3,56190.072120282,Group3
Cell1114,Cell1114,Sample2,Cell_type2,69544.2863454826,Group2
Cell1116,Cell1116,Sample2,Cell_type3,71203.749120746,Group3
Cell1118,Cell1118,Sample2,Cell_type3,58811.1837850024,Group3
Cell1120,Cell1120,Sample2,Cell_type1,64077.9657420968,Group1
Cell1122,Cell1122,Sample2,Cell_type1,62906.7587037004,Group1
Cell1124,Cell1124,Sample2,Cell_type3,59022.0011622667,Group3
Cell1126,Cell1126,Sample2,Cell_type2,58814.2833626552,Group2
Cell1128,Cell1128,Sample2,Cell_type2,48781.1865737413,Group2
Cell1130,Cell1130,Sample2,Cell_type2,97018.2674249758,Group2
Cell1132,Cell1132,Sample2,Cell_type3,57301.2414155877,Group3
Cell1134,Cell1134,Sample2,Cell_type3,66254.3685460828,Group3
Cell1136,Cell1136,Sample2,Cell_type3,65159.5372006079,Group3
Cell1138,Cell1138,Sample2,Cell_type3,60712.6747098081,Group3
Cell1140,Cell1140,Sample2,Cell_type2,83247.5651740038,Group2
Cell1142,Cell1142,Sample2,Cell_type1,63380.0522757633,Group1
Cell1144,Cell1144,Sample2,Cell_type3,70212.0514745139,Group3
Cell1146,Cell1146,Sample2,Cell_type2,65019.6250702378,Group2
Cell1148,Cell1148,Sample2,Cell_type2,59851.3306853557,Group2
Cell1150,Cell1150,Sample2,Cell_type1,44899.9654079125,Group1
Cell1152,Cell1152,Sample2,Cell_type3,37713.4711512433,Group3
Cell1154,Cell1154,Sample2,Cell_type2,67585.9789115884,Group2
Cell1156,Cell1156,Sample2,Cell_type1,60724.3848886477,Group1
Cell1158,Cell1158,Sample2,Cell_type3,57300.1654167895,Group3
Cell1160,Cell1160,Sample2,Cell_type1,55525.4990767737,Group1
Cell1162,Cell1162,Sample2,Cell_type2,66540.2572196978,Group2
Cell1164,Cell1164,Sample2,Cell_type3,59258.3359014847,Group3
Cell1166,Cell1166,Sample2,Cell_type3,37835.3869466796,Group3
Cell1168,Cell1168,Sample2,Cell_type2,64416.7599599809,Group2
Cell1170,Cell1170,Sample2,Cell_type3,65840.2165950945,Group3
Cell1172,Cell1172,Sample2,Cell_type3,58649.1375461555,Group3
Cell1174,Cell1174,Sample2,Cell_type2,60633.5749200157,Group2
Cell1176,Cell1176,Sample2,Cell_type1,53461.6021757879,Group1
Cell1178,Cell1178,Sample2,Cell_type3,59306.3016342444,Group3
Cell1180,Cell1180,Sample2,Cell_type3,59006.4653614182,Group3
Cell1182,Cell1182,Sample2,Cell_type2,58967.7417087617,Group2
Cell1184,Cell1184,Sample2,Cell_type2,43929.0504205591,Group2
Cell1186,Cell1186,Sample2,Cell_type1,59558.7219987555,Group1
Cell1188,Cell1188,Sample2,Cell_type1,61940.4034080603,Group1
Cell1190,Cell1190,Sample2,Cell_type3,75737.9614295854,Group3
Cell1192,Cell1192,Sample2,Cell_type3,41152.1644288663,Group3
Cell1194,Cell1194,Sample2,Cell_type1,73404.2082972651,Group1
Cell1196,Cell1196,Sample2,Cell_type3,76844.505786466,Group3
Cell1198,Cell1198,Sample2,Cell_type3,85595.6451717106,Group3
Cell1200,Cell1200,Sample2,Cell_type3,66904.9900221657,Group3
Cell1202,Cell1202,Sample2,Cell_type3,68553.7993833078,Group3
Cell1204,Cell1204,Sample2,Cell_type2,46160.7991646229,Group2
Cell1206,Cell1206,Sample2,Cell_type3,56794.8097036507,Group3
Cell1208,Cell1208,Sample2,Cell_type1,71707.0529435001,Group1
Cell1210,Cell1210,Sample2,Cell_type2,43876.3636471887,Group2
Cell1212,Cell1212,Sample2,Cell_type1,64270.4554821097,Group1
Cell1214,Cell1214,Sample2,Cell_type3,68741.7067291425,Group3
Cell1216,Cell1216,Sample2,Cell_type1,81071.3868169707,Group1
Cell1218,Cell1218,Sample2,Cell_type3,45442.5752294946,Group3
Cell1220,Cell1220,Sample2,Cell_type3,50799.1378238691,Group3
Cell1222,Cell1222,Sample2,Cell_type2,68688.1027228976,Group2
Cell1224,Cell1224,Sample2,Cell_type2,79528.2878489833,Group2
Cell1226,Cell1226,Sample2,Cell_type3,75015.2875940104,Group3
Cell1228,Cell1228,Sample2,Cell_type3,63533.8421606561,Group3
Cell1230,Cell1230,Sample2,Cell_type1,55876.789770223,Group1
Cell1232,Cell1232,Sample2,Cell_type3,61515.5477376449,Group3
Cell1234,Cell1234,Sample2,Cell_type2,64210.6983143572,Group2
Cell1236,Cell1236,Sample2,Cell_type2,42411.6644781786,Group2
Cell1238,Cell1238,Sample2,Cell_type2,46897.3088613805,Group2
Cell1240,Cell1240,Sample2,Cell_type2,81513.8595748979,Group2
Cell1242,Cell1242,Sample2,Cell_type2,58460.4749427208,Group2
Cell1244,Cell1244,Sample2,Cell_type1,61554.5691316468,Group1
Cell1246,Cell1246,Sample2,Cell_type3,71417.6233760627,Group3
Cell1248,Cell1248,Sample2,Cell_type3,64736.2104808621,Group3
Cell1250,Cell1250,Sample2,Cell_type3,68458.8984391742,Group3
Cell1252,Cell1252,Sample2,Cell_type1,59088.2543109102,Group1
Cell1254,Cell1254,Sample2,Cell_type1,59382.0853886961,Group1
Cell1256,Cell1256,Sample2,Cell_type3,67975.7965425804,Group3
Cell1258,Cell1258,Sample2,Cell_type3,50115.2369693836,Group3
Cell1260,Cell1260,Sample2,Cell_type2,46971.5139570059,Group2
Cell1262,Cell1262,Sample2,Cell_type3,84741.3100471489,Group3
Cell1264,Cell1264,Sample2,Cell_type2,53969.6731464734,Group2
Cell1266,Cell1266,Sample2,Cell_type3,56904.2083693594,Group3
Cell1268,Cell1268,Sample2,Cell_type2,42387.3872990341,Group2
Cell1270,Cell1270,Sample2,Cell_type3,89272.0536865305,Group3
Cell1272,Cell1272,Sample2,Cell_type1,59521.1941090263,Group1
Cell1274,Cell1274,Sample2,Cell_type1,45021.2766110197,Group1
Cell1276,Cell1276,Sample2,Cell_type2,53097.2063514907,Group2
Cell1278,Cell1278,Sample2,Cell_type2,87773.6620096656,Group2
Cell1280,Cell1280,Sample2,Cell_type2,59334.9050342694,Group2
Cell1282,Cell1282,Sample2,Cell_type3,62428.2638847171,Group3
Cell1284,Cell1284,Sample2,Cell_type2,59726.302305762,Group2
Cell1286,Cell1286,Sample2,Cell_type1,72952.2183205124,Group1
Cell1288,Cell1288,Sample2,Cell_type1,53563.1644967353,Group1
Cell1290,Cell1290,Sample2,Cell_type1,69053.9715102835,Group1
Cell1292,Cell1292,Sample2,Cell_type3,59817.3390391697,Group3
Cell1294,Cell1294,Sample2,Cell_type1,45194.763062561,Group1
Cell1296,Cell1296,Sample2,Cell_type1,66584.2887561008,Group1
Cell1298,Cell1298,Sample2,Cell_type3,67238.0318030078,Group3
Cell1300,Cell1300,Sample2,Cell_type2,58473.0179192716,Group2
Cell1302,Cell1302,Sample2,Cell_type3,35981.5971913085,Group3
Cell1304,Cell1304,Sample2,Cell_type3,61761.626903336,Group3
Cell1306,Cell1306,Sample2,Cell_type3,49011.5079152821,Group3
Cell1308,Cell1308,Sample2,Cell_type1,66220.7246828283,Group1
Cell1310,Cell1310,Sample2,Cell_type1,54502.3662751688,Group1
Cell1312,Cell1312,Sample2,Cell_type3,45957.4435955579,Group3
Cell1314,Cell1314,Sample2,Cell_type1,57473.9667961984,Group1
Cell1316,Cell1316,Sample2,Cell_type1,72730.1638513931,Group1
Cell1318,Cell1318,Sample2,Cell_type1,52024.0348521372,Group1
Cell1320,Cell1320,Sample2,Cell_type3,51668.2794249774,Group3
Cell1322,Cell1322,Sample2,Cell_type1,63826.0413383501,Group1
Cell1324,Cell1324,Sample2,Cell_type3,86862.2649185648,Group3
Cell1326,Cell1326,Sample2,Cell_type3,57213.0251940496,Group3
Cell1328,Cell1328,Sample2,Cell_type2,69116.5778638786,Group2
Cell1330,Cell1330,Sample2,Cell_type3,58225.0460956173,Group3
Cell1332,Cell1332,Sample2,Cell_type3,79028.0767282653,Group3
Cell1334,Cell1334,Sample2,Cell_type3,72218.6569415092,Group3
Cell1336,Cell1336,Sample2,Cell_type3,55697.6727845667,Group3
Cell1338,Cell1338,Sample2,Cell_type1,75069.9352872828,Group1
Cell1340,Cell1340,Sample2,Cell_type3,57432.8458077874,Group3
Cell1342,Cell1342,Sample2,Cell_type1,58136.4481471601,Group1
Cell1344,Cell1344,Sample2,Cell_type3,45222.7811702894,Group3
Cell1346,Cell1346,Sample2,Cell_type2,40931.8835684013,Group2
Cell1348,Cell1348,Sample2,Cell_type2,52594.0145787268,Group2
Cell1350,Cell1350,Sample2,Cell_type3,54145.548298011,Group3
Cell1352,Cell1352,Sample2,Cell_type3,82901.9963372077,Group3
Cell1354,Cell1354,Sample2,Cell_type2,70839.1477586174,Group2
Cell1356,Cell1356,Sample2,Cell_type2,51479.298449428,Group2
Cell1358,Cell1358,Sample2,Cell_type3,68416.4481281363,Group3
Cell1360,Cell1360,Sample2,Cell_type3,66985.0697491061,Group3
Cell1362,Cell1362,Sample2,Cell_type1,65140.4110574682,Group1
Cell1364,Cell1364,Sample2,Cell_type3,55034.1400106071,Group3
Cell1366,Cell1366,Sample2,Cell_type3,83868.9925392961,Group3
Cell1368,Cell1368,Sample2,Cell_type3,75708.626413637,Group3
Cell1370,Cell1370,Sample2,Cell_type2,72006.6361877437,Group2
Cell1372,Cell1372,Sample2,Cell_type2,54218.3112255183,Group2
Cell1374,Cell1374,Sample2,Cell_type3,61096.44601178,Group3
Cell1376,Cell1376,Sample2,Cell_type1,53088.3319860798,Group1
Cell1378,Cell1378,Sample2,Cell_type3,61066.6636762011,Group3
Cell1380,Cell1380,Sample2,Cell_type3,87364.6515134092,Group3
Cell1382,Cell1382,Sample2,Cell_type2,89193.9585409487,Group2
Cell1384,Cell1384,Sample2,Cell_type1,69201.3858884716,Group1
Cell1386,Cell1386,Sample2,Cell_type2,64763.4834038212,Group2
Cell1388,Cell1388,Sample2,Cell_type3,50384.1380257774,Group3
Cell1390,Cell1390,Sample2,Cell_type1,47578.7210035741,Group1
Cell1392,Cell1392,Sample2,Cell_type2,60697.0653891088,Group2
Cell1394,Cell1394,Sample2,Cell_type3,46542.9523047868,Group3
Cell1396,Cell1396,Sample2,Cell_type3,76035.5074131766,Group3
Cell1398,Cell1398,Sample2,Cell_type3,73657.9863690212,Group3
Cell1400,Cell1400,Sample2,Cell_type2,44944.9160747611,Group2
Cell1402,Cell1402,Sample2,Cell_type1,52825.0549018118,Group1
Cell1404,Cell1404,Sample2,Cell_type3,62324.5338462399,Group3
Cell1406,Cell1406,Sample2,Cell_type1,50160.1733129101,Group1
Cell1408,Cell1408,Sample2,Cell_type2,53924.033127339,Group2
Cell1410,Cell1410,Sample2,Cell_type3,47637.267860083,Group3
Cell1412,Cell1412,Sample2,Cell_type3,48046.0356473203,Group3
Cell1414,Cell1414,Sample2,Cell_type3,81785.9860605382,Group3
Cell1416,Cell1416,Sample2,Cell_type1,53307.273905268,Group1
Cell1418,Cell1418,Sample2,Cell_type2,68291.8947231632,Group2
Cell1420,Cell1420,Sample2,Cell_type3,71270.2807160542,Group3
Cell1422,Cell1422,Sample2,Cell_type3,66887.7020363281,Group3
Cell1424,Cell1424,Sample2,Cell_type1,77705.5951721846,Group1
Cell1426,Cell1426,Sample2,Cell_type3,67228.1013552357,Group3
Cell1428,Cell1428,Sample2,Cell_type3,44832.0654274868,Group3
Cell1430,Cell1430,Sample2,Cell_type3,96270.0409710828,Group3
Cell1432,Cell1432,Sample2,Cell_type3,43970.8833550573,Group3
Cell1434,Cell1434,Sample2,Cell_type3,55140.2380285229,Group3
Cell1436,Cell1436,Sample2,Cell_type2,53962.9934432761,Group2
Cell1438,Cell1438,Sample2,Cell_type3,74045.8082945329,Group3
Cell1440,Cell1440,Sample2,Cell_type3,51691.4305905887,Group3
Cell1442,Cell1442,Sample2,Cell_type3,57013.6614776762,Group3
Cell1444,Cell1444,Sample2,Cell_type3,59576.205568837,Group3
Cell1446,Cell1446,Sample2,Cell_type2,47572.8148412074,Group2
Cell1448,Cell1448,Sample2,Cell_type2,104705.824640016,Group2
Cell1450,Cell1450,Sample2,Cell_type3,48406.9142990312,Group3
Cell1452,Cell1452,Sample2,Cell_type3,96518.7118229689,Group3
Cell1454,Cell1454,Sample2,Cell_type3,95486.7659370986,Group3
Cell1456,Cell1456,Sample2,Cell_type3,48933.5331209325,Group3
Cell1458,Cell1458,Sample2,Cell_type2,66999.7967790569,Group2
Cell1460,Cell1460,Sample2,Cell_type2,64615.1325450868,Group2
Cell1462,Cell1462,Sample2,Cell_type3,49595.8088144462,Group3
Cell1464,Cell1464,Sample2,Cell_type2,72676.4437517962,Group2
Cell1466,Cell1466,Sample2,Cell_type3,76016.5603512968,Group3
Cell1468,Cell1468,Sample2,Cell_type1,55168.7551034418,Group1
Cell1470,Cell1470,Sample2,Cell_type2,62217.7054020944,Group2
Cell1472,Cell1472,Sample2,Cell_type3,42478.4081197624,Group3
Cell1474,Cell1474,Sample2,Cell_type2,63840.9457910687,Group2
Cell1476,Cell1476,Sample2,Cell_type2,49857.913816114,Group2
Cell1478,Cell1478,Sample2,Cell_type2,73680.6104029214,Group2
Cell1480,Cell1480,Sample2,Cell_type3,42798.3298909871,Group3
Cell1482,Cell1482,Sample2,Cell_type3,93857.2615589147,Group3
Cell1484,Cell1484,Sample2,Cell_type2,52939.8326504849,Group2
Cell1486,Cell1486,Sample2,Cell_type2,62221.1395711949,Group2
Cell1488,Cell1488,Sample2,Cell_type2,74370.5850414036,Group2
Cell1490,Cell1490,Sample2,Cell_type3,64673.8778683613,Group3
Cell1492,Cell1492,Sample2,Cell_type3,67165.190395322,Group3
Cell1494,Cell1494,Sample2,Cell_type1,66032.4815317471,Group1
Cell1496,Cell1496,Sample2,Cell_type3,52764.0003627297,Group3
Cell1498,Cell1498,Sample2,Cell_type2,52982.4515080595,Group2
Cell1500,Cell1500,Sample2,Cell_type3,56507.5532021093,Group3
Cell1502,Cell1502,Sample2,Cell_type2,74687.1435009249,Group2
Cell1504,Cell1504,Sample2,Cell_type3,63670.7683591758,Group3
Cell1506,Cell1506,Sample2,Cell_type2,64841.9898790136,Group2
Cell1508,Cell1508,Sample2,Cell_type2,76471.2959453203,Group2
Cell1510,Cell1510,Sample2,Cell_type1,68897.2903617839,Group1
Cell1512,Cell1512,Sample2,Cell_type3,62407.7938272639,Group3
Cell1514,Cell1514,Sample2,Cell_type3,47310.690512277,Group3
Cell1516,Cell1516,Sample2,Cell_type3,83541.0840613023,Group3
Cell1518,Cell1518,Sample2,Cell_type3,63661.6209325727,Group3
Cell1520,Cell1520,Sample2,Cell_type3,45108.9128825936,Group3
Cell1522,Cell1522,Sample2,Cell_type3,77114.4103853238,Group3
Cell1524,Cell1524,Sample2,Cell_type3,108848.297253321,Group3
Cell1526,Cell1526,Sample2,Cell_type2,73182.5038976462,Group2
Cell1528,Cell1528,Sample2,Cell_type3,68336.7326234766,Group3
Cell1530,Cell1530,Sample2,Cell_type3,73051.9815453506,Group3
Cell1532,Cell1532,Sample2,Cell_type3,65106.6663780803,Group3
Cell1534,Cell1534,Sample2,Cell_type2,60021.6998818489,Group2
Cell1536,Cell1536,Sample2,Cell_type2,47223.827968646,Group2
Cell1538,Cell1538,Sample2,Cell_type3,73049.629707605,Group3
Cell1540,Cell1540,Sample2,Cell_type3,56901.8274103148,Group3
Cell1542,Cell1542,Sample2,Cell_type1,48591.8302798144,Group1
Cell1544,Cell1544,Sample2,Cell_type3,102898.056285349,Group3
Cell1546,Cell1546,Sample2,Cell_type3,41977.5115167306,Group3
Cell1548,Cell1548,Sample2,Cell_type2,88403.8175505769,Group2
Cell1550,Cell1550,Sample2,Cell_type2,73391.0257939836,Group2
Cell1552,Cell1552,Sample2,Cell_type3,68961.9014031724,Group3
Cell1554,Cell1554,Sample2,Cell_type2,61120.8649956853,Group2
Cell1556,Cell1556,Sample2,Cell_type3,50043.148352491,Group3
Cell1558,Cell1558,Sample2,Cell_type3,67683.1506792296,Group3
Cell1560,Cell1560,Sample2,Cell_type3,63079.5038697571,Group3
Cell1562,Cell1562,Sample2,Cell_type3,48753.825873412,Group3
Cell1564,Cell1564,Sample2,Cell_type3,92048.2267075799,Group3
Cell1566,Cell1566,Sample2,Cell_type2,45598.1228459261,Group2
Cell1568,Cell1568,Sample2,Cell_type3,60005.8272732032,Group3
Cell1570,Cell1570,Sample2,Cell_type1,65090.6535865937,Group1
Cell1572,Cell1572,Sample2,Cell_type3,58268.5049673477,Group3
Cell1574,Cell1574,Sample2,Cell_type3,42597.6416134032,Group3
Cell1576,Cell1576,Sample2,Cell_type1,76075.7096697771,Group1
Cell1578,Cell1578,Sample2,Cell_type2,53027.1402515874,Group2
Cell1580,Cell1580,Sample2,Cell_type3,50269.3802626328,Group3
Cell1582,Cell1582,Sample2,Cell_type3,57342.6207900415,Group3
Cell1584,Cell1584,Sample2,Cell_type2,49044.2647498362,Group2
Cell1586,Cell1586,Sample2,Cell_type1,86608.4566730405,Group1
Cell1588,Cell1588,Sample2,Cell_type3,49578.7297493732,Group3
Cell1590,Cell1590,Sample2,Cell_type1,84521.7108308581,Group1
Cell1592,Cell1592,Sample2,Cell_type3,46613.9682389572,Group3
Cell1594,Cell1594,Sample2,Cell_type3,45125.5455567506,Group3
Cell1596,Cell1596,Sample2,Cell_type2,51222.3281429488,Group2
Cell1598,Cell1598,Sample2,Cell_type3,69190.5167666234,Group3
Cell1600,Cell1600,Sample2,Cell_type2,66151.7862596555,Group2
Cell1602,Cell1602,Sample2,Cell_type2,56560.1843444269,Group2
Cell1604,Cell1604,Sample2,Cell_type1,36986.4214175986,Group1
Cell1606,Cell1606,Sample2,Cell_type2,54027.2040780283,Group2
Cell1608,Cell1608,Sample2,Cell_type3,54716.2006562594,Group3
Cell1610,Cell1610,Sample2,Cell_type3,40679.4972409943,Group3
Cell1612,Cell1612,Sample2,Cell_type2,58505.8558827392,Group2
Cell1614,Cell1614,Sample2,Cell_type3,59854.5064645965,Group3
Cell1616,Cell1616,Sample2,Cell_type3,61725.560799013,Group3
Cell1618,Cell1618,Sample2,Cell_type2,48424.6554241814,Group2
Cell1620,Cell1620,Sample2,Cell_type2,58353.1210714598,Group2
Cell1622,Cell1622,Sample2,Cell_type3,49469.9265652183,Group3
Cell1624,Cell1624,Sample2,Cell_type3,89521.1572594771,Group3
Cell1626,Cell1626,Sample2,Cell_type2,60139.7308958208,Group2
Cell1628,Cell1628,Sample2,Cell_type3,68900.816048065,Group3
Cell1630,Cell1630,Sample2,Cell_type2,77799.1494884773,Group2
Cell1632,Cell1632,Sample2,Cell_type1,64570.4420138719,Group1
Cell1634,Cell1634,Sample2,Cell_type3,48126.094118195,Group3
Cell1636,Cell1636,Sample2,Cell_type3,58541.0965350429,Group3
Cell1638,Cell1638,Sample2,Cell_type1,56786.3089484299,Group1
Cell1640,Cell1640,Sample2,Cell_type2,46848.5479076483,Group2
Cell1642,Cell1642,Sample2,Cell_type1,80883.4220922317,Group1
Cell1644,Cell1644,Sample2,Cell_type3,49476.7828191973,Group3
Cell1646,Cell1646,Sample2,Cell_type3,66043.9290313316,Group3
Cell1648,Cell1648,Sample2,Cell_type2,45701.6792088212,Group2
Cell1650,Cell1650,Sample2,Cell_type1,62641.4407914686,Group1
Cell1652,Cell1652,Sample2,Cell_type2,60053.2062200631,Group2
Cell1654,Cell1654,Sample2,Cell_type3,73066.7092786688,Group3
Cell1656,Cell1656,Sample2,Cell_type2,50660.9663320091,Group2
Cell1658,Cell1658,Sample2,Cell_type2,69205.1749390886,Group2
Cell1660,Cell1660,Sample2,Cell_type2,63015.8164867447,Group2
Cell1662,Cell1662,Sample2,Cell_type3,56884.2055185252,Group3
Cell1664,Cell1664,Sample2,Cell_type3,56580.2399121577,Group3
Cell1666,Cell1666,Sample2,Cell_type1,78639.7942684291,Group1
Cell1668,Cell1668,Sample2,Cell_type3,56382.9150856082,Group3
Cell1670,Cell1670,Sample2,Cell_type1,72110.1933598749,Group1
Cell1672,Cell1672,Sample2,Cell_type1,57988.1310324862,Group1
Cell1674,Cell1674,Sample2,Cell_type1,76914.896145347,Group1
Cell1676,Cell1676,Sample2,Cell_type3,47982.1793916493,Group3
Cell1678,Cell1678,Sample2,Cell_type2,65260.1764963962,Group2
Cell1680,Cell1680,Sample2,Cell_type3,81430.6848727241,Group3
Cell1682,Cell1682,Sample2,Cell_type3,51394.6763493704,Group3
Cell1684,Cell1684,Sample2,Cell_type2,68071.6760748636,Group2
Cell1686,Cell1686,Sample2,Cell_type3,71591.2821684735,Group3
Cell1688,Cell1688,Sample2,Cell_type2,68625.091258873,Group2
Cell1690,Cell1690,Sample2,Cell_type1,81395.8040286213,Group1
Cell1692,Cell1692,Sample2,Cell_type1,60451.8776172313,Group1
Cell1694,Cell1694,Sample2,Cell_type2,75005.3817148913,Group2
Cell1696,Cell1696,Sample2,Cell_type3,65190.1012132713,Group3
Cell1698,Cell1698,Sample2,Cell_type1,52350.0100941327,Group1
Cell1700,Cell1700,Sample2,Cell_type1,45125.5923425126,Group1
Cell1702,Cell1702,Sample2,Cell_type2,57356.320712909,Group2
